taxon,donor_subject,donor_abundance
515619,FAT_DON_11,185464.4033797794
515620,FAT_DON_11,161536.9565484789
518635,FAT_DON_11,97.07622668101988
518636,FAT_DON_11,7037.160319256812
518637,FAT_DON_11,6348.937318481098
520999,FAT_DON_11,2.665445447028121
521000,FAT_DON_11,2.1222131668957704
521003,FAT_DON_11,194.9236805289821
521095,FAT_DON_11,187.13177456784163
521097,FAT_DON_11,1.6473455996939652
523794,FAT_DON_11,24.01034320586201
525246,FAT_DON_11,22.55263615446837
525258,FAT_DON_11,221.29259575380573
525259,FAT_DON_11,2176.9059784761776
525268,FAT_DON_11,5.272820208803558
525278,FAT_DON_11,81.37915135633351
525279,FAT_DON_11,9.953885352646747
525306,FAT_DON_11,473.4735949564337
525309,FAT_DON_11,11.468887864090846
525310,FAT_DON_11,8.209494183296743
525318,FAT_DON_11,5.9152912273975575
525325,FAT_DON_11,2.8602455581418926
525328,FAT_DON_11,17.486386223957883
525337,FAT_DON_11,987.9172951544189
525338,FAT_DON_11,17.81127000111539
525361,FAT_DON_11,345.05880663875456
525362,FAT_DON_11,509.9702535149042
525365,FAT_DON_11,7.073797866402329
525367,FAT_DON_11,6.43132684780833
525369,FAT_DON_11,1.6025001806754722
525370,FAT_DON_11,5.150062176429857
525379,FAT_DON_11,15.589818095757968
525919,FAT_DON_11,17.817915760932745
526997,FAT_DON_11,9.78776609825847
527004,FAT_DON_11,1.1585066390047714
527012,FAT_DON_11,2.4904872640168736
527025,FAT_DON_11,5.888094567675979
536229,FAT_DON_11,5.132413417132942
536231,FAT_DON_11,152393.5277624048
536233,FAT_DON_11,123.88287422515599
537006,FAT_DON_11,14271.58476918703
537007,FAT_DON_11,10360.514663822842
537011,FAT_DON_11,769.2164152531886
537012,FAT_DON_11,522703.86442582513
537013,FAT_DON_11,2866.977588619135
537937,FAT_DON_11,2512.953107117009
537970,FAT_DON_11,18.780847063621522
537971,FAT_DON_11,1.479742148301771
537972,FAT_DON_11,1.1585066390047714
537973,FAT_DON_11,1000.0382019375284
543734,FAT_DON_11,7930.072473828994
545696,FAT_DON_11,5257.8822800244025
545697,FAT_DON_11,917.7836509711282
546262,FAT_DON_11,36.97301892264502
546263,FAT_DON_11,10.535346389929254
546266,FAT_DON_11,45.377201750701026
546268,FAT_DON_11,123.41497383389098
546269,FAT_DON_11,45.461051152071896
546270,FAT_DON_11,67.56480034771913
546273,FAT_DON_11,28818.91979489324
546274,FAT_DON_11,13.291191646796056
547042,FAT_DON_11,5342.210700344842
