taxon,sample_id,tolerance,reaction,flux,abundance,metabolite,direction
AZC3J_10,T,1e-06,EX_dcyt_e,-0.0006391704023239,0.0028945055105765,dcyt_e,import
AZC3J_10,T,1e-06,EX_meoh_e,1.1196583086063596e-05,0.0028945055105765,meoh_e,export
AZC3J_10,T,1e-06,EX_fe2_e,-0.000158965980226,0.0028945055105765,fe2_e,import
AZC3J_10,T,1e-06,EX_cellb_e,-0.2477291236321667,0.0028945055105765,cellb_e,import
AZC3J_10,T,1e-06,EX_fru_e,-1.2247714126062333e-06,0.0028945055105765,fru_e,import
AZC3J_10,T,1e-06,EX_sucr_e,-4.101920860819899e-06,0.0028945055105765,sucr_e,import
AZC3J_10,T,1e-06,EX_man1p_e,0.0254228966144483,0.0028945055105765,man1p_e,export
AZC3J_10,T,1e-06,EX_pi_e,-0.0485901261497951,0.0028945055105765,pi_e,import
AZC3J_10,T,1e-06,EX_zn2_e,-8.07667459702483e-06,0.0028945055105765,zn2_e,import
AZC3J_10,T,1e-06,EX_k_e,-0.0046231974915456,0.0028945055105765,k_e,import
AZC3J_10,T,1e-06,EX_coa_e,-2.013888565780257e-05,0.0028945055105765,coa_e,import
AZC3J_10,T,1e-06,EX_cobalt2_e,-2.368526274787342e-06,0.0028945055105765,cobalt2_e,import
AZC3J_10,T,1e-06,EX_h2s_e,3.158462972314808e-06,0.0028945055105765,h2s_e,export
AZC3J_10,T,1e-06,EX_thr__L_e,-0.6538308285009152,0.0028945055105765,thr__L_e,import
AZC3J_10,T,1e-06,EX_actn__R_e,8.413461143675026e-06,0.0028945055105765,actn__R_e,export
AZC3J_10,T,1e-06,EX_fe3pyovd_kt_e,-3.717730542943924e-06,0.0028945055105765,fe3pyovd_kt_e,import
AZC3J_10,T,1e-06,EX_co2_e,1.4041359991088675,0.0028945055105765,co2_e,export
AZC3J_10,T,1e-06,EX_glyc_e,0.6779660392785981,0.0028945055105765,glyc_e,export
AZC3J_10,T,1e-06,EX_s_e,-0.0059177124861337,0.0028945055105765,s_e,import
AZC3J_10,T,1e-06,EX_mg2_e,-0.0002054374886808,0.0028945055105765,mg2_e,import
AZC3J_10,T,1e-06,EX_cl_e,-0.0001232496317834,0.0028945055105765,cl_e,import
AZC3J_10,T,1e-06,EX_hom__L_e,-0.2903776887108434,0.0028945055105765,hom__L_e,import
AZC3J_10,T,1e-06,EX_glc__D_e,5.135215712251765e-06,0.0028945055105765,glc__D_e,export
AZC3J_10,T,1e-06,EX_orn_e,-0.004460079204943,0.0028945055105765,orn_e,import
AZC3J_10,T,1e-06,EX_o2_e,-0.0010890643893568,0.0028945055105765,o2_e,import
AZC3J_10,T,1e-06,EX_thm_e,-5.223876060428721e-06,0.0028945055105765,thm_e,import
AZC3J_10,T,1e-06,EX_acac_e,-0.0002398528291005,0.0028945055105765,acac_e,import
AZC3J_10,T,1e-06,EX_arg__L_e,-0.0070065960314219,0.0028945055105765,arg__L_e,import
AZC3J_10,T,1e-06,EX_glyald_e,-0.6780385235368528,0.0028945055105765,glyald_e,import
AZC3J_10,T,1e-06,EX_pyovd_kt_e,3.717730542943926e-06,0.0028945055105765,pyovd_kt_e,export
AZC3J_10,T,1e-06,EX_bz_e,-2.345297595234408e-06,0.0028945055105765,bz_e,import
AZC3J_10,T,1e-06,EX_lac__L_e,0.0565362491546742,0.0028945055105765,lac__L_e,export
AZC3J_10,T,1e-06,EX_mn2_e,-1.6366543784721484e-05,0.0028945055105765,mn2_e,import
AZC3J_10,T,1e-06,EX_gly_e,-0.0080548116067994,0.0028945055105765,gly_e,import
AZC3J_10,T,1e-06,EX_lys__L_e,-1.357623943226404e-06,0.0028945055105765,lys__L_e,import
AZC3J_10,T,1e-06,EX_no2_e,-0.1714096512341515,0.0028945055105765,no2_e,import
AZC3J_10,T,1e-06,EX_LalaDgluMdap_e,-0.0023682827271748,0.0028945055105765,LalaDgluMdap_e,import
AZC3J_10,T,1e-06,EX_ppap_e,2.2352180267251718e-06,0.0028945055105765,ppap_e,export
AZC3J_10,T,1e-06,EX_spmd_e,1.1437319257976478e-06,0.0028945055105765,spmd_e,export
AZC3J_10,T,1e-06,EX_12ppd__S_e,7.32463852691365e-05,0.0028945055105765,12ppd__S_e,export
AZC3J_10,T,1e-06,EX_pro__L_e,-1.5419744241296682e-05,0.0028945055105765,pro__L_e,import
AZC3J_10,T,1e-06,EX_gln__L_e,-0.0132406945907547,0.0028945055105765,gln__L_e,import
AZC3J_10,T,1e-06,EX_nh4_e,1.0008372619167478,0.0028945055105765,nh4_e,export
AZC3J_10,T,1e-06,EX_xyl__D_e,-2.5084170968352945e-06,0.0028945055105765,xyl__D_e,import
AZC3J_10,T,1e-06,EX_mal__L_e,0.2542387255781427,0.0028945055105765,mal__L_e,export
AZC3J_10,T,1e-06,EX_ca2_e,-0.0001233944765129,0.0028945055105765,ca2_e,import
AZC3J_10,T,1e-06,EX_h2o_e,0.0626510901767091,0.0028945055105765,h2o_e,export
AZC3J_10,T,1e-06,EX_malt_e,-0.0001510218063733,0.0028945055105765,malt_e,import
