taxon,D-15Fryst_vs_16-0,D-6Fresk_vs_78-0,D-14_vs_24-0,D-3_vs_22-0,D-2_vs_71-0,D-4_vs_37-0,D-10_vs_12-0,D-14_vs_19-0,D-5Fryst_vs_36-0,D-4_vs_56-0,D-9Fryst_vs_3-0,D-5Fryst_vs_12-0,D-6Fresk_vs_24-0,D-14_vs_78-0,D-10_vs_36-0,D-14_vs_3-0,D-15Fryst_vs_77-0,D-15Fryst_vs_32-0,D-6Fresk_vs_19-0,D-9Fryst_vs_23-0,D-15Fryst_vs_75-0,D-15Fryst_vs_30-0,D-15Fryst_vs_88-0,D-13U_vs_22-0,D-2_vs_12-0,D-4_vs_54-0,D-4_vs_11-0,D-7Fryst_vs_78-0,D-10_vs_71-0,D-9Fryst_vs_59-0,D-4_vs_70-0,D-2_vs_36-0,D-5Fryst_vs_71-0,D-12_vs_18-0,D-7Fryst_vs_19-0,D-7Fryst_vs_24-0,D-12_vs_25-0,D-5Fryst_vs_88-0,D-5Fryst_vs_75-0,D-5Fryst_vs_30-0,D-12_vs_59-0,D-2_vs_32-0,D-2_vs_77-0,D-4_vs_89-0,D-4_vs_31-0,D-3_vs_19-0,D-3_vs_24-0,D-14_vs_22-0,D-4_vs_90-0,D-15Fryst_vs_71-0,D-9Fryst_vs_25-0,D-10_vs_88-0,D-9Fryst_vs_18-0,D-6Fresk_vs_22-0,D-10_vs_30-0,D-10_vs_75-0,D-3_vs_78-0,D-2_vs_16-0,D-13U_vs_19-0,D-10_vs_32-0,D-10_vs_77-0,D-5Fryst_vs_16-0,D-15Fryst_vs_36-0,D-13U_vs_24-0,D-7Fryst_vs_22-0,D-15Fryst_vs_12-0,D-12_vs_23-0,D-5Fryst_vs_77-0,D-5Fryst_vs_32-0,D-10_vs_16-0,D-13U_vs_78-0,D-2_vs_88-0,D-4_vs_33-0,D-2_vs_30-0,D-2_vs_75-0,D-10_vs_70-0,D-5Fryst_vs_11-0,D-5Fryst_vs_54-0,D-12_vs_78-0,D-2_vs_56-0,D-15Fryst_vs_31-0,D-15Fryst_vs_89-0,D-13U_vs_23-0,D-7Fryst_vs_25-0,D-12_vs_24-0,D-5Fryst_vs_70-0,D-12_vs_19-0,D-10_vs_54-0,D-10_vs_11-0,D-7Fryst_vs_18-0,D-15Fryst_vs_90-0,D-3_vs_59-0,D-4_vs_71-0,D-2_vs_37-0,D-10_vs_56-0,D-14_vs_18-0,D-5Fryst_vs_37-0,D-2_vs_70-0,D-4_vs_36-0,D-3_vs_23-0,D-14_vs_25-0,D-15Fryst_vs_33-0,D-9Fryst_vs_22-0,D-6Fresk_vs_18-0,D-5Fryst_vs_56-0,D-6Fresk_vs_25-0,D-13U_vs_59-0,D-10_vs_37-0,D-4_vs_12-0,D-2_vs_54-0,D-2_vs_11-0,D-15Fryst_vs_37-0,D-6Fresk_vs_59-0,D-6Fresk_vs_3-0,D-13U_vs_25-0,D-2_vs_90-0,D-2_vs_3-0,D-4_vs_16-0,D-13U_vs_18-0,D-10_vs_33-0,D-2_vs_89-0,D-4_vs_32-0,D-4_vs_77-0,D-2_vs_31-0,D-5Fryst_vs_33-0,D-14_vs_59-0,D-7Fryst_vs_23-0,D-15Fryst_vs_56-0,D-12_vs_22-0,D-10_vs_90-0,D-15Fryst_vs_11-0,D-15Fryst_vs_54-0,D-14_vs_23-0,D-3_vs_25-0,D-2_vs_33-0,D-4_vs_88-0,D-3_vs_18-0,D-4_vs_30-0,D-4_vs_75-0,D-7Fryst_vs_59-0,D-5Fryst_vs_89-0,D-5Fryst_vs_31-0,D-9Fryst_vs_78-0,D-7Fryst_vs_3-0,D-10_vs_89-0,D-6Fresk_vs_23-0,D-9Fryst_vs_19-0,D-10_vs_31-0,D-5Fryst_vs_90-0,D-15Fryst_vs_70-0,D-9Fryst_vs_24-0,D-9Fryst_vs_90-0,D-6Fresk_vs_12-0,D-5Fryst_vs_24-0,D-4_vs_25-0,D-4_vs_18-0,D-3_vs_30-0,D-3_vs_75-0,D-3_vs_88-0,D-12_vs_70-0,D-5Fryst_vs_19-0,D-14_vs_36-0,D-10_vs_78-0,D-7Fryst_vs_71-0,D-13U_vs_16-0,D-13U_vs_77-0,D-10_vs_19-0,D-13U_vs_32-0,D-9Fryst_vs_89-0,D-14_vs_12-0,D-12_vs_11-0,D-9Fryst_vs_31-0,D-12_vs_54-0,D-5Fryst_vs_78-0,D-6Fresk_vs_36-0,D-10_vs_24-0,D-6Fresk_vs_71-0,D-3_vs_16-0,D-2_vs_78-0,D-9Fryst_vs_33-0,D-12_vs_56-0,D-13U_vs_88-0,D-15Fryst_vs_22-0,D-13U_vs_75-0,D-13U_vs_30-0,D-7Fryst_vs_12-0,D-2_vs_19-0,D-3_vs_32-0,D-3_vs_77-0,D-7Fryst_vs_36-0,D-14_vs_71-0,D-12_vs_37-0,D-10_vs_3-0,D-2_vs_24-0,D-14_vs_88-0,D-9Fryst_vs_56-0,D-12_vs_33-0,D-7Fryst_vs_77-0,D-7Fryst_vs_32-0,D-14_vs_75-0,D-14_vs_30-0,D-3_vs_36-0,D-4_vs_23-0,D-5Fryst_vs_22-0,D-6Fresk_vs_75-0,D-6Fresk_vs_30-0,D-10_vs_22-0,D-6Fresk_vs_88-0,D-13U_vs_71-0,D-7Fryst_vs_16-0,D-9Fryst_vs_37-0,D-3_vs_12-0,D-9Fryst_vs_70-0,D-15Fryst_vs_24-0,D-13U_vs_36-0,D-14_vs_16-0,D-13U_vs_3-0,D-12_vs_90-0,D-6Fresk_vs_77-0,D-6Fresk_vs_32-0,D-15Fryst_vs_19-0,D-2_vs_22-0,D-6Fresk_vs_16-0,D-15Fryst_vs_78-0,D-14_vs_77-0,D-14_vs_32-0,D-7Fryst_vs_75-0,D-13U_vs_12-0,D-7Fryst_vs_30-0,D-12_vs_89-0,D-9Fryst_vs_54-0,D-12_vs_31-0,D-9Fryst_vs_11-0,D-7Fryst_vs_88-0,D-4_vs_3-0,D-5Fryst_vs_3-0,D-4_vs_59-0,D-3_vs_71-0,D-9Fryst_vs_32-0,D-9Fryst_vs_77-0,D-12_vs_12-0,D-13U_vs_89-0,D-15Fryst_vs_23-0,D-3_vs_3-0,D-14_vs_11-0,D-14_vs_54-0,D-13U_vs_31-0,D-7Fryst_vs_56-0,D-6Fresk_vs_70-0,D-2_vs_25-0,D-6Fresk_vs_11-0,D-6Fresk_vs_54-0,D-13U_vs_90-0,D-7Fryst_vs_37-0,D-14_vs_70-0,D-9Fryst_vs_16-0,D-12_vs_36-0,D-2_vs_18-0,D-3_vs_33-0,D-12_vs_71-0,D-5Fryst_vs_18-0,D-14_vs_37-0,D-7Fryst_vs_70-0,D-3_vs_31-0,D-4_vs_19-0,D-3_vs_89-0,D-4_vs_24-0,D-12_vs_3-0,D-15Fryst_vs_3-0,D-6Fresk_vs_56-0,D-5Fryst_vs_25-0,D-3_vs_90-0,D-6Fresk_vs_37-0,D-15Fryst_vs_59-0,D-10_vs_25-0,D-7Fryst_vs_11-0,D-10_vs_18-0,D-13U_vs_33-0,D-7Fryst_vs_54-0,D-9Fryst_vs_88-0,D-14_vs_56-0,D-9Fryst_vs_30-0,D-9Fryst_vs_75-0,D-4_vs_78-0,D-6Fresk_vs_33-0,D-15Fryst_vs_18-0,D-7Fryst_vs_90-0,D-3_vs_54-0,D-3_vs_11-0,D-9Fryst_vs_71-0,D-15Fryst_vs_25-0,D-13U_vs_37-0,D-10_vs_59-0,D-3_vs_70-0,D-14_vs_33-0,D-7Fryst_vs_31-0,D-13U_vs_56-0,D-12_vs_88-0,D-12_vs_75-0,D-12_vs_30-0,D-7Fryst_vs_89-0,D-5Fryst_vs_59-0,D-2_vs_23-0,D-5Fryst_vs_23-0,D-4_vs_22-0,D-3_vs_37-0,D-2_vs_59-0,D-14_vs_89-0,D-9Fryst_vs_12-0,D-12_vs_77-0,D-12_vs_32-0,D-7Fryst_vs_33-0,D-13U_vs_11-0,D-13U_vs_54-0,D-6Fresk_vs_90-0,D-14_vs_31-0,D-3_vs_56-0,D-13U_vs_70-0,D-9Fryst_vs_36-0,D-12_vs_16-0,D-6Fresk_vs_31-0,D-14_vs_90-0,D-10_vs_23-0,D-6Fresk_vs_89-0
1203610,743,5471,7351,1667,10466,7919,9497,9537,3860,6156,12354,1961,9415,7078,7504,13954,4776,2366,8661,7946,8498,7127,11449,2832,1990,18937,4290,9105,7082,7648,1168,4011,8946,7510,7223,5903,10589,26652,6167,5644,6273,2467,2995,5874,8347,9174,10004,2512,8126,5928,8776,19823,4907,2273,9351,25118,5014,2990,6591,3474,6144,2271,6617,4390,2460,6576,8432,2450,2246,3701,9168,22074,10674,11317,13001,1647,3895,21446,6535,7106,5055,6230,8358,7565,8487,1450,3589,58526,1923,2742,4693,9700,9200,7171,6798,3745,7850,1920,3795,7595,8204,4569,2383,8778,5619,9959,9443,2508,1913,18927,6134,3716,10315,22121,9273,8438,8632,2683,6101,6441,6954,2415,2860,7855,12070,8197,7806,3370,880,11998,1009,15753,8023,11334,13711,29899,6964,8179,5825,7954,5212,7390,7078,5739,8588,9547,8164,8260,7492,1601,7759,8536,9497,8995,8125,4818,8312,21298,9736,1898,6535,3467,5382,2688,1113,3952,10305,2209,6081,1906,1085,5929,21781,7523,8396,11354,7334,3533,6103,11597,5104,20126,864,12764,6672,1973,6936,4102,5759,4003,6392,4626,12978,12892,12212,5488,9680,2251,2163,13263,7601,6807,7273,2343,16084,9406,2002,9947,6245,1249,6688,12863,1331,6563,5475,1474,9665,4279,6225,3088,5191,1787,2066,6536,2747,2224,6189,8747,2184,3637,19974,6765,4335,25920,4845,10796,8499,8885,2228,2737,5174,5305,7796,12328,4064,21790,6362,1811,1751,8822,1894,30328,5738,4885,1063,1651,5771,4594,6287,7889,5119,7304,648,9132,6468,9017,10353,13869,9467,7291,7551,12026,2552,5984,11285,2452,7208,10111,23955,12995,6854,7736,13914,5900,6164,6854,7829,79751,1681,6419,10081,6002,10050,1617,10558,5530,4571,10820,14059,7581,5664,7245,9326,8153,1916,2407,8792,6256,5858,4352,2423,6055,1302,40505,4976,5519,8751,1103,4500,919,7430,9507,8479,4920
1203611,223072,116229,148260,91109,61690,236723,97456,164641,13693,80958,123229,157125,274486,206544,55545,103899,25184,287166,112661,214139,283703,275583,241851,151112,140812,76243,338082,44274,395250,351745,55139,15626,51882,159266,97588,112282,174542,45560,92786,44256,157212,164968,1438,166210,82546,133608,289702,85783,218025,246660,97951,436288,27206,38883,433827,491645,175270,124773,179278,257878,16428,95923,116144,250436,25012,87707,160528,2552,169914,203234,333295,83678,150294,67514,114270,364539,162462,74677,175270,63449,326525,194048,159781,36751,262916,55496,18744,279975,169014,9667,122518,267233,69181,211349,508656,25707,148090,58844,40723,154671,76468,171555,129837,94967,60170,89364,342266,186109,78742,70346,277903,233257,116246,133927,199202,142237,95656,299681,123780,235561,127626,198553,10882,93822,80022,280077,95600,310904,70707,240563,205063,192060,148467,183613,93981,73333,142421,47894,90134,118647,96474,88192,252326,87985,283091,141229,132294,414281,125569,260377,194297,293302,155694,134790,89412,28443,141322,204722,160227,122898,156882,56853,73774,40059,227702,47492,192533,232079,165637,84013,195544,122754,162023,47493,38290,549167,95186,229447,125520,187715,200229,164033,84898,149418,73023,162379,182199,250846,14415,11766,75502,165566,387094,160205,111260,99207,112260,2104,146719,117750,65250,107929,154305,25475,167246,104818,52693,89417,76621,57961,228416,99702,85523,366095,114671,288327,111274,216347,12299,174145,104130,59239,109349,164117,11875,238717,78861,64248,42305,71657,92159,195456,241753,59164,87195,84859,260717,145257,252216,19405,99771,150270,252362,155348,339258,74865,167225,47939,75697,71597,242906,85652,320705,64127,66378,225562,132006,18757,75126,150438,17886,222671,46947,202275,164797,96832,115878,172561,206157,121370,70417,217696,163008,416586,259814,98238,191480,105858,53027,174802,82836,99807,141704,189380,40980,188511,85255,161027,204925,94423,189438,202171,790300,118471,151410,76843,89780,120564,207778,147529,69681,183026,119898,102480,89519,189717,215786,169362,62605,33134,252010,57133,182597,244995,41398,93520,227851,70485,97320,197765,165641,252218,284804,35925
1235789,4311,66064,19262,1252,9530,28012,9202,6832,10507,16723,20275,4216,47294,54003,13881,13577,6557,2317,12134,26604,16205,8270,7138,2240,3317,10850,7158,52253,7697,10162,2102,7912,12036,1235,9075,12217,21200,4517,10503,9870,7765,2255,2243,5229,15016,15751,19324,1041,8010,7691,24284,8922,778,1321,8270,16205,63263,2871,9418,2902,6654,4032,12597,10073,1186,9335,13882,3033,2273,4823,57900,5490,21962,11315,16633,2189,7847,9665,70202,15912,19693,14659,26714,19393,14261,2466,3726,13099,3130,685,4029,11220,8910,13729,21208,869,27516,2366,8192,32615,15491,8713,1533,1987,22849,27835,10887,9120,3281,9510,8926,10950,11035,17682,13234,8585,12135,3729,738,11169,5213,2075,2510,12369,24233,7260,38970,36411,797,10803,3247,12916,12322,31618,22563,4834,1009,10520,6303,7971,6453,18136,54019,6621,12898,28008,13900,29480,7512,2287,24479,9453,8808,25892,12665,853,8039,16623,9143,2766,7369,8904,60435,4330,3877,3682,17682,2284,9499,3027,3360,21290,8787,52519,12845,19661,11328,4237,55812,19442,18218,5561,1529,14397,9400,3875,7511,3369,6588,14616,8474,19299,11922,18371,2435,24272,27564,2973,3884,13560,7992,13360,27420,1601,19714,7388,1435,6970,8770,1571,19417,8527,2345,24669,7401,1518,8949,2743,6397,5182,15673,2141,2013,70615,4033,2601,8728,10048,2914,4527,10496,16050,6329,6250,3202,15180,9855,7094,2209,3052,9155,8623,18659,11560,7025,11100,22878,41344,2288,14598,2604,12043,6741,27751,1633,3767,9376,691,8083,6863,731,18925,1263,29480,6278,9282,20745,8239,12300,43071,25431,10710,25347,11208,36655,4858,1222,16987,12512,3590,14156,14944,21155,58349,9868,1567,10292,13361,3185,10123,28768,27837,10769,2196,15055,29140,16345,3697,9339,6576,10430,9930,25266,28153,1918,11245,9379,6206,8200,5338,3054,24702,4645,8109,4299,10598,29275,2081,10351,1887,38908,7841,25553,5313
1256908,28980,26404,24064,48994,31030,29365,26023,13558,27469,27129,27732,14278,28850,20608,20967,33055,24031,35306,16204,30573,32199,20456,20573,43961,11327,18474,21804,25905,21952,17218,30035,23820,36268,27153,8568,7789,37166,11536,25302,17318,36790,16809,31121,9727,36753,5476,26140,47034,8293,17005,17445,18296,9466,50912,20353,30282,28617,46574,14870,14241,27396,51433,28835,17736,50743,16771,36669,29839,16170,13952,21837,11881,16378,43614,31331,36209,35138,16500,38994,44203,25529,36826,43423,6773,32857,57472,21652,26988,72261,17507,13187,23007,25741,26471,39556,9424,27840,47251,22862,29093,18051,24917,88798,9186,52466,26546,19041,10020,13940,20504,7042,24379,18628,21817,18913,16149,34535,22524,8723,8835,22746,18338,26941,40460,25784,18116,29028,37823,55401,22998,83255,28929,41822,27838,24677,8426,8180,17316,15409,20018,12285,31056,25675,13382,37944,29767,8691,23409,11447,42677,21027,7596,24884,17525,22371,9868,20770,28139,13463,41235,12709,17711,25094,11975,59598,36495,6283,22330,10856,9381,90874,21712,35428,24287,20698,29188,21896,15954,22496,16163,40271,10805,62283,29446,29205,9638,11379,12688,31173,18328,24512,31948,18736,27990,7158,17806,33796,14471,20621,31160,37226,20534,41950,49546,28546,20459,54840,7672,21084,37843,14039,23604,37204,27706,21276,42594,21038,22447,28952,12219,27077,49615,94442,35971,21084,20232,14619,28134,9056,22132,18397,32304,9636,8808,8213,28778,16638,16025,20053,10090,23875,23073,33734,17423,8949,11891,16137,15324,31693,21425,78011,18880,7261,13727,45578,35960,35830,9791,9211,32163,15435,24652,32392,20668,9643,14569,32163,30195,18223,33800,22806,15866,32707,36455,29713,36506,7941,20561,23863,3628,37924,14658,19194,30053,10609,11951,4293,20294,74321,19350,31099,42053,26922,31773,19277,6773,32877,27341,27554,36715,20252,20275,41257,45707,61236,13562,17720,26407,9839,41789,35300,8517,81818,13152,6373,22093,35964,43124,7958,100718,25021,12025,26988,10069
1322347,41015,624,287,6821,0,50841,0,2759,0,15336,14785,0,1316,965,0,31596,27462,15378,2532,2785,300,3735,5666,0,0,3204,33290,0,0,2052,21134,0,0,0,0,0,0,0,0,0,0,0,0,1144,790,2868,843,63363,12881,145377,214,0,20192,22287,0,0,1367,0,0,0,0,0,46422,0,0,29178,0,0,0,0,0,0,41576,0,0,0,0,0,0,0,1254,2392,0,0,0,0,0,0,0,0,15346,6030,55278,0,0,13687,0,0,30263,2917,260,47384,4801,94723,0,277,0,0,23804,0,0,40563,16796,36785,0,0,0,42712,0,0,0,30419,29288,0,0,11049,0,25804,0,0,73020,4657,24002,1698,0,4531,20529,3534,238,0,0,0,678,0,0,10230,459,0,0,80367,185,4476,29137,0,222,17612,1699,314,2475,0,0,27217,0,0,0,0,0,0,359,25093,0,299,0,0,23704,0,162454,4497,0,12494,0,0,42349,0,0,0,0,11859,14032,0,61154,0,0,0,7247,3874,0,0,0,723,7040,12414,15586,0,261,3925,0,14794,0,0,7832,26693,42095,2136,0,26292,0,0,20777,15533,3172,0,27194,678,30023,31077,0,0,0,0,752,0,5686,0,27169,0,4475,32590,3491,9045,0,0,15917,11974,59860,3501,0,0,81539,0,53623,4610,0,0,53321,7330,0,0,4564,0,0,34202,0,2926,180,1374,325,0,37473,30514,0,3261,13656,17597,0,0,0,0,0,711,14499,1066,1601,759,12861,73722,0,2120,20764,47544,793,0,0,20188,39403,0,0,0,0,0,0,0,0,0,45234,6434,0,2328,33599,0,0,0,0,0,18072,973,3448,0,11593,0,1767,9973,0,1808
1408437,2578,2551,5854,4160,2546,6309,5789,5002,11360,6067,5215,4186,5676,3510,6646,6174,11682,6125,5856,2795,3371,3973,3238,4373,2613,8293,6162,2694,1983,5172,11666,4292,2059,2151,6532,10259,5549,3658,7840,8658,4937,5901,10852,5731,6985,4390,5649,3923,3866,2147,7474,3567,773,4129,4919,4712,3357,6242,6900,5566,5676,6410,6764,4535,1774,3815,3420,10670,6444,2383,3514,2116,7313,6202,5474,4308,4764,8293,3316,6629,4946,17409,3961,10625,8430,8276,2555,6640,8023,2146,4172,4325,1871,7651,5162,1147,8879,4962,10104,4034,4381,2582,2190,1593,6362,4692,6716,3860,3134,5101,1792,3281,4599,3303,4192,4142,6872,6367,1135,2618,6103,6392,9437,6844,7522,3706,3019,3360,4292,4033,6540,6545,3533,5012,8768,1593,1395,7735,6668,5168,6135,6768,2640,3733,11361,3792,5767,5142,3339,3230,5281,3446,3948,6378,6072,1766,3744,4250,2976,4372,4434,4724,3363,1237,5609,6374,2901,6337,5479,2584,6298,6450,6433,3199,5911,9477,2314,2465,3514,5665,4225,2095,4373,5029,5573,2928,4729,5390,7364,5948,1654,4389,5482,6227,1876,5174,6052,15897,7357,5294,6488,6073,2901,2879,3235,3394,3977,3281,1897,4619,4070,6120,6131,5471,5409,7345,5038,6125,15420,6143,6174,4036,5940,3600,9572,7156,3525,6296,3774,4036,5008,5389,2051,1781,8528,6304,5477,2162,7388,4326,3906,7814,3415,8293,2315,4638,4326,4590,3346,4509,6162,6446,3556,4325,5353,3827,7136,1166,2639,2654,2167,7392,3102,5391,2963,3652,6797,4304,3713,4160,6250,4252,4169,5323,4646,5132,1439,4710,5907,2222,6523,6165,5646,3198,2609,1632,2420,6284,7741,1810,4918,5478,4077,4271,9395,10130,5570,2775,4297,4234,7542,4503,3709,2817,3132,3778,4604,6843,9441,11559,6309,3907,7205,3794,4501,6165,5162,4155,4795,5893,5248,4453,3689,4319
561,0,321930,0,185,3771,0,0,0,57223,0,2793,1591,5437,0,0,0,0,0,16153,5454,0,0,0,0,4015,0,0,210752,0,3356,0,73805,2531,0,776,193,0,608,921,2591,0,54,30032,0,0,3172,331,0,0,0,8866,0,82521,6601,0,0,168828,958,0,0,0,514,0,0,302,0,0,16624,16,0,0,1103,0,5571,1713,0,4023,997,0,1944,0,0,0,6658,0,1932,0,0,0,211529,0,9048,0,7752,0,0,5940,2615,0,6422,0,0,585,71391,1081,5136,0,0,0,2460,24074,0,8533,1827,0,10704,1034,0,0,0,2552,0,0,8436,862,0,2178,0,0,0,0,0,0,9621,1456,0,58457,0,0,2814,2224,8907,316620,657,0,12224,4298,0,10962,0,395,21232,1809,153,0,0,4014,2398,4229,0,672,0,0,1759,0,0,0,0,4004,0,0,7621,0,201340,66233,0,9918,3617,153080,2580,0,0,0,0,0,1628,3436,180,34048,71989,0,0,0,157,0,599,0,18353,20,0,0,59484,0,349,1978,513,0,10315,0,254,7518,1784,3263,0,0,0,0,0,67523,1232,0,670,1141,0,0,0,607,0,1218,0,1191,0,4355,1001,0,1178,0,1446,1976,54960,0,0,0,2309,0,0,0,782,1023,9375,7220,11975,0,3739,0,2114,0,107185,1836,0,177567,0,1000,8209,0,3534,0,0,0,13274,10898,21122,9709,0,0,2483,0,0,2244,609,0,3419,2696,0,12121,0,7454,4167,620,2036,0,0,0,3342,0,8683,0,0,0,0,1439,2106,7298,2303,0,4085,3599,0,2209,0,0,565,0,0,15293,0,620,0,74850,0,5100,0,0,11513
267747,0,2011,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,110,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,0,0,0,0,105,0,0,0,0,459,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1653,0,108,289,0,0,0,0,0,151,1076,62,0,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,204,0,0,0,0,0,0,0,0,0,0,0,168,361,0,87,0,0,0,0,0,0,782,0,7614,0,0,0,0,287,0,82,279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,152,0,173,8332,0,0,0,0,0,399,0,754,0,274,72,0,0,171,0,0,0,0,771,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,157,0,599,0,82,131,4063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,312,0,0,0,0,81,0,0,0,0,0,0,81,0,0,0,0,0,0,353,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,65,4338,0,0,546,0,0,315,0,0,111
364106,0,257377,0,224,0,0,0,0,46896,0,1827,1672,7327,0,0,0,0,0,14843,7695,0,0,0,0,0,0,0,231161,0,4477,0,0,2058,0,777,311,0,198,839,2859,0,0,0,0,0,3138,1687,0,0,0,7225,0,76787,8271,0,0,220234,0,0,0,0,1554,0,0,362,0,0,26842,42,0,0,0,0,0,0,0,2629,1710,0,0,0,0,0,6997,0,1821,0,0,0,227773,0,12031,0,0,0,0,6604,0,0,6711,0,0,954,92632,2808,6361,0,0,0,0,0,0,20292,2747,0,0,0,0,0,0,0,0,0,0,1020,0,2775,0,0,0,0,0,0,9197,0,0,45571,0,0,2924,1476,8821,326207,310,0,17534,5154,0,10708,0,647,25118,2003,265,0,0,3196,2214,1049,0,676,0,0,1392,0,0,0,0,4245,0,0,5475,0,221037,82277,0,13103,7532,0,2494,0,0,0,0,0,1672,0,172,44302,43460,0,0,0,0,0,1010,0,24131,42,0,0,59750,0,369,2197,2937,0,3675,0,809,8556,1898,2952,0,0,0,0,0,80512,687,0,0,4216,0,0,0,515,0,1701,0,1099,0,7269,331,0,772,0,1419,1149,55391,0,0,0,1318,0,0,0,1857,2448,0,7190,15922,0,3357,0,5281,0,0,2077,0,184813,0,1019,9043,0,3230,0,0,0,26175,9187,27116,16816,0,0,1659,0,0,3846,258,0,2114,2371,0,36667,0,8029,4797,378,1742,0,0,0,3049,0,7821,0,0,0,0,821,2225,0,2799,0,5484,0,0,1955,0,0,638,0,0,20290,0,2130,0,68995,0,14730,0,0,10117
367928,0,12135,0,33851,33551,65472,0,0,22080,48708,0,185755,207,0,0,0,0,0,5105,0,0,0,0,0,224830,568,7427,9225,0,0,143895,40326,20101,0,884,470,0,930,4981,21708,0,5570,37856,564,4515,18065,452,0,7827,0,0,0,0,49736,0,0,12755,37329,0,0,0,28129,0,0,30874,0,0,51128,5144,0,0,465,1675,62041,2716,0,6606,517,0,49429,0,0,0,612,0,109870,0,0,0,214844,0,1100,37610,78569,0,0,93961,107134,47435,3962,0,0,0,78743,27821,1744,0,0,235701,643,660,0,1708,27558,0,6609,21948,35830,0,0,407,5999,59188,6500,918,0,2819,0,0,0,0,0,0,1048,1417,509,39092,37503,3218,669,668,2886,0,21664,0,2547,0,0,5622,0,0,0,81781,408,339,241003,21338,2884,761,0,587,0,0,34242,0,0,0,0,0,0,0,0,0,4499,27505,0,41033,24941,9205,0,0,0,0,0,0,282147,1539,1261,41130,27371,0,0,0,423,0,0,0,85103,6596,0,0,23467,2982,9729,2113,26873,0,146,0,39023,0,80826,0,0,0,0,0,0,45930,2745,0,36086,86674,0,0,0,2766,0,24094,0,0,0,0,717,18836,16641,831,35532,0,0,0,0,0,28640,0,0,0,21112,41374,359,62238,816,0,75736,0,0,0,137594,1251,0,212472,0,234159,1545,1102,1645,2194,0,0,19601,245,26084,60855,0,0,35775,0,0,3072,0,0,0,0,9627,3893,0,5188,1149,93068,0,0,0,0,36233,0,1273,0,0,0,0,311,343,2880,3408,35490,61701,773,0,0,0,0,716,0,0,5744,0,13828,0,0,0,884,0,0,1448
411490,0,4136,0,0,0,0,0,0,8241,0,0,1308,6087,0,0,0,0,0,6108,0,0,0,0,0,0,0,0,0,0,0,0,0,9608,1452,0,0,1715,821,4283,1228,5475,0,0,0,0,0,0,0,0,0,0,0,0,2497,0,0,0,0,0,0,0,5488,0,0,0,0,774,15690,2816,0,0,0,0,0,0,0,3472,6971,3577,0,0,0,0,0,5426,8614,3557,0,0,0,0,0,0,0,0,0,1687,0,0,0,0,0,0,1564,8263,4699,0,0,0,0,0,0,4553,1562,0,0,0,0,0,0,0,0,0,0,4940,0,0,0,1898,0,0,0,0,0,0,0,0,0,0,0,4838,1459,0,0,0,549,0,0,606,0,0,0,3879,6997,0,0,0,0,0,4890,6301,0,0,0,0,0,0,0,0,0,2494,0,6681,5564,6998,0,6802,0,0,0,4442,0,0,0,0,0,0,0,0,0,0,1908,0,0,0,0,2197,0,0,0,0,0,0,3145,3518,2249,0,692,0,0,0,0,0,0,0,0,0,846,14053,3753,0,0,3911,0,0,0,0,0,0,3698,0,1820,0,0,0,1386,0,0,0,0,4171,0,0,0,0,0,0,0,10305,0,3563,8723,0,0,0,0,6708,0,0,6855,1183,0,0,0,0,0,0,1504,0,4307,2109,0,2487,0,0,0,0,0,0,0,0,0,0,0,2602,0,0,0,0,0,0,0,0,0,0,0,0,1085,4327,1532,0,4371,0,680,0,0,0,0,0,14023,4183,0,0,0,1119,0,0,0,0,3567,1546,0,0,3903
