taxon,D-15Fryst_vs_16-0,D-6Fresk_vs_78-0,D-14_vs_24-0,D-3_vs_22-0,D-2_vs_71-0,D-4_vs_37-0,D-10_vs_12-0,D-14_vs_19-0,D-5Fryst_vs_36-0,D-4_vs_56-0,D-9Fryst_vs_3-0,D-5Fryst_vs_12-0,D-6Fresk_vs_24-0,D-14_vs_78-0,D-10_vs_36-0,D-14_vs_3-0,D-15Fryst_vs_77-0,D-15Fryst_vs_32-0,D-6Fresk_vs_19-0,D-9Fryst_vs_23-0,D-15Fryst_vs_75-0,D-15Fryst_vs_30-0,D-15Fryst_vs_88-0,D-13U_vs_22-0,D-2_vs_12-0,D-4_vs_54-0,D-4_vs_11-0,D-7Fryst_vs_78-0,D-10_vs_71-0,D-9Fryst_vs_59-0,D-4_vs_70-0,D-2_vs_36-0,D-5Fryst_vs_71-0,D-12_vs_18-0,D-7Fryst_vs_19-0,D-7Fryst_vs_24-0,D-12_vs_25-0,D-5Fryst_vs_88-0,D-5Fryst_vs_75-0,D-5Fryst_vs_30-0,D-12_vs_59-0,D-2_vs_32-0,D-2_vs_77-0,D-4_vs_89-0,D-4_vs_31-0,D-3_vs_19-0,D-3_vs_24-0,D-14_vs_22-0,D-4_vs_90-0,D-15Fryst_vs_71-0,D-9Fryst_vs_25-0,D-10_vs_88-0,D-9Fryst_vs_18-0,D-6Fresk_vs_22-0,D-10_vs_30-0,D-10_vs_75-0,D-3_vs_78-0,D-2_vs_16-0,D-13U_vs_19-0,D-10_vs_32-0,D-10_vs_77-0,D-5Fryst_vs_16-0,D-15Fryst_vs_36-0,D-13U_vs_24-0,D-7Fryst_vs_22-0,D-15Fryst_vs_12-0,D-12_vs_23-0,D-5Fryst_vs_77-0,D-5Fryst_vs_32-0,D-10_vs_16-0,D-13U_vs_78-0,D-2_vs_88-0,D-4_vs_33-0,D-2_vs_30-0,D-2_vs_75-0,D-10_vs_70-0,D-5Fryst_vs_11-0,D-5Fryst_vs_54-0,D-12_vs_78-0,D-2_vs_56-0,D-15Fryst_vs_31-0,D-15Fryst_vs_89-0,D-13U_vs_23-0,D-7Fryst_vs_25-0,D-12_vs_24-0,D-5Fryst_vs_70-0,D-12_vs_19-0,D-10_vs_54-0,D-10_vs_11-0,D-7Fryst_vs_18-0,D-15Fryst_vs_90-0,D-3_vs_59-0,D-4_vs_71-0,D-2_vs_37-0,D-10_vs_56-0,D-14_vs_18-0,D-5Fryst_vs_37-0,D-2_vs_70-0,D-4_vs_36-0,D-3_vs_23-0,D-14_vs_25-0,D-15Fryst_vs_33-0,D-9Fryst_vs_22-0,D-6Fresk_vs_18-0,D-5Fryst_vs_56-0,D-6Fresk_vs_25-0,D-13U_vs_59-0,D-10_vs_37-0,D-4_vs_12-0,D-2_vs_54-0,D-2_vs_11-0,D-15Fryst_vs_37-0,D-6Fresk_vs_59-0,D-6Fresk_vs_3-0,D-13U_vs_25-0,D-2_vs_90-0,D-2_vs_3-0,D-4_vs_16-0,D-13U_vs_18-0,D-10_vs_33-0,D-2_vs_89-0,D-4_vs_32-0,D-4_vs_77-0,D-2_vs_31-0,D-5Fryst_vs_33-0,D-14_vs_59-0,D-7Fryst_vs_23-0,D-15Fryst_vs_56-0,D-12_vs_22-0,D-10_vs_90-0,D-15Fryst_vs_11-0,D-15Fryst_vs_54-0,D-14_vs_23-0,D-3_vs_25-0,D-2_vs_33-0,D-4_vs_88-0,D-3_vs_18-0,D-4_vs_30-0,D-4_vs_75-0,D-7Fryst_vs_59-0,D-5Fryst_vs_89-0,D-5Fryst_vs_31-0,D-9Fryst_vs_78-0,D-7Fryst_vs_3-0,D-10_vs_89-0,D-6Fresk_vs_23-0,D-9Fryst_vs_19-0,D-10_vs_31-0,D-5Fryst_vs_90-0,D-15Fryst_vs_70-0,D-9Fryst_vs_24-0,D-9Fryst_vs_90-0,D-6Fresk_vs_12-0,D-5Fryst_vs_24-0,D-4_vs_25-0,D-4_vs_18-0,D-3_vs_30-0,D-3_vs_75-0,D-3_vs_88-0,D-12_vs_70-0,D-5Fryst_vs_19-0,D-14_vs_36-0,D-10_vs_78-0,D-7Fryst_vs_71-0,D-13U_vs_16-0,D-13U_vs_77-0,D-10_vs_19-0,D-13U_vs_32-0,D-9Fryst_vs_89-0,D-14_vs_12-0,D-12_vs_11-0,D-9Fryst_vs_31-0,D-12_vs_54-0,D-5Fryst_vs_78-0,D-6Fresk_vs_36-0,D-10_vs_24-0,D-6Fresk_vs_71-0,D-3_vs_16-0,D-2_vs_78-0,D-9Fryst_vs_33-0,D-12_vs_56-0,D-13U_vs_88-0,D-15Fryst_vs_22-0,D-13U_vs_75-0,D-13U_vs_30-0,D-7Fryst_vs_12-0,D-2_vs_19-0,D-3_vs_32-0,D-3_vs_77-0,D-7Fryst_vs_36-0,D-14_vs_71-0,D-12_vs_37-0,D-10_vs_3-0,D-2_vs_24-0,D-14_vs_88-0,D-9Fryst_vs_56-0,D-12_vs_33-0,D-7Fryst_vs_77-0,D-7Fryst_vs_32-0,D-14_vs_75-0,D-14_vs_30-0,D-3_vs_36-0,D-4_vs_23-0,D-5Fryst_vs_22-0,D-6Fresk_vs_75-0,D-6Fresk_vs_30-0,D-10_vs_22-0,D-6Fresk_vs_88-0,D-13U_vs_71-0,D-7Fryst_vs_16-0,D-9Fryst_vs_37-0,D-3_vs_12-0,D-9Fryst_vs_70-0,D-15Fryst_vs_24-0,D-13U_vs_36-0,D-14_vs_16-0,D-13U_vs_3-0,D-12_vs_90-0,D-6Fresk_vs_77-0,D-6Fresk_vs_32-0,D-15Fryst_vs_19-0,D-2_vs_22-0,D-6Fresk_vs_16-0,D-15Fryst_vs_78-0,D-14_vs_77-0,D-14_vs_32-0,D-7Fryst_vs_75-0,D-13U_vs_12-0,D-7Fryst_vs_30-0,D-12_vs_89-0,D-9Fryst_vs_54-0,D-12_vs_31-0,D-9Fryst_vs_11-0,D-7Fryst_vs_88-0,D-4_vs_3-0,D-5Fryst_vs_3-0,D-4_vs_59-0,D-3_vs_71-0,D-9Fryst_vs_32-0,D-9Fryst_vs_77-0,D-12_vs_12-0,D-13U_vs_89-0,D-15Fryst_vs_23-0,D-3_vs_3-0,D-14_vs_11-0,D-14_vs_54-0,D-13U_vs_31-0,D-7Fryst_vs_56-0,D-6Fresk_vs_70-0,D-2_vs_25-0,D-6Fresk_vs_11-0,D-6Fresk_vs_54-0,D-13U_vs_90-0,D-7Fryst_vs_37-0,D-14_vs_70-0,D-9Fryst_vs_16-0,D-12_vs_36-0,D-2_vs_18-0,D-3_vs_33-0,D-12_vs_71-0,D-5Fryst_vs_18-0,D-14_vs_37-0,D-7Fryst_vs_70-0,D-3_vs_31-0,D-4_vs_19-0,D-3_vs_89-0,D-4_vs_24-0,D-12_vs_3-0,D-15Fryst_vs_3-0,D-6Fresk_vs_56-0,D-5Fryst_vs_25-0,D-3_vs_90-0,D-6Fresk_vs_37-0,D-15Fryst_vs_59-0,D-10_vs_25-0,D-7Fryst_vs_11-0,D-10_vs_18-0,D-13U_vs_33-0,D-7Fryst_vs_54-0,D-9Fryst_vs_88-0,D-14_vs_56-0,D-9Fryst_vs_30-0,D-9Fryst_vs_75-0,D-4_vs_78-0,D-6Fresk_vs_33-0,D-15Fryst_vs_18-0,D-7Fryst_vs_90-0,D-3_vs_54-0,D-3_vs_11-0,D-9Fryst_vs_71-0,D-15Fryst_vs_25-0,D-13U_vs_37-0,D-10_vs_59-0,D-3_vs_70-0,D-14_vs_33-0,D-7Fryst_vs_31-0,D-13U_vs_56-0,D-12_vs_88-0,D-12_vs_75-0,D-12_vs_30-0,D-7Fryst_vs_89-0,D-5Fryst_vs_59-0,D-2_vs_23-0,D-5Fryst_vs_23-0,D-4_vs_22-0,D-3_vs_37-0,D-2_vs_59-0,D-14_vs_89-0,D-9Fryst_vs_12-0,D-12_vs_77-0,D-12_vs_32-0,D-7Fryst_vs_33-0,D-13U_vs_11-0,D-13U_vs_54-0,D-6Fresk_vs_90-0,D-14_vs_31-0,D-3_vs_56-0,D-13U_vs_70-0,D-9Fryst_vs_36-0,D-12_vs_16-0,D-6Fresk_vs_31-0,D-14_vs_90-0,D-10_vs_23-0,D-6Fresk_vs_89-0
457421,0,4175,7017,3808,4295,4899,5408,5024,2700,8160,0,2835,4406,5534,3415,8709,0,0,7318,0,0,0,0,0,2577,4498,6036,3891,3162,0,5994,4368,3555,10756,7088,7708,5750,1975,1824,3920,5122,6225,8949,4230,3041,4783,4178,4015,2271,0,0,2309,0,3913,4852,2041,5644,5541,0,7232,6352,5150,0,0,4015,0,4401,6370,7236,2153,0,3226,4210,8087,3121,5480,6436,3865,3843,13825,0,0,0,5105,5263,7138,3839,4803,4564,6702,0,5213,3363,8636,3574,9526,5120,6935,3018,4172,7552,0,0,9625,8029,5396,0,2446,2722,6136,4041,0,5604,4392,0,7367,7255,4930,0,2986,5215,6134,5806,3447,4893,4788,4078,0,3610,2982,0,0,4061,5171,7722,2068,9103,5344,1813,7684,4234,2779,0,4476,6569,4319,0,2583,2271,0,0,0,5406,6797,7517,11856,3680,2292,2495,3922,4620,3107,6895,1961,0,0,4339,0,0,2266,4072,0,4504,4538,3395,4425,3501,2313,7249,0,4230,0,0,0,0,2688,6252,5537,5416,2638,3618,4024,4434,6732,1623,0,3767,7966,7167,2327,5321,5252,3937,4006,2024,3665,3308,1485,0,3609,0,6163,0,0,0,5093,0,3001,6243,6153,0,6227,4385,0,3807,6098,1480,0,1772,3428,0,4662,0,1991,8131,8821,5490,2362,0,0,5160,0,0,4146,3540,4683,0,5127,4495,6348,4555,4250,0,3141,8517,0,3308,7969,4315,4847,14297,5132,2840,3179,4212,4448,5990,4735,0,4449,8445,5114,4616,0,5611,4584,8412,0,4913,0,7982,0,0,5534,2927,0,2504,7483,6497,0,0,0,5134,4808,4703,2765,0,1843,2663,4448,8580,5652,5355,4703,3657,3529,5330,4832,0,6484,6539,1889,0,0,2685,2975,3649,0,0,4201,2704,3130,4439,3599
469593,0,139365,0,120991,77243,133008,0,0,83775,55514,0,52825,107002,0,0,0,0,0,226939,0,0,0,0,0,52825,127618,91402,113227,0,0,32076,84601,78174,0,26461,66880,0,78104,54785,44715,0,119637,64960,154124,114915,268755,117513,0,107456,0,0,0,0,124518,0,0,139365,71105,0,0,0,69034,0,0,95173,0,0,65135,119637,0,0,94156,125006,67091,66583,0,96803,109707,0,55179,0,0,0,39366,0,54043,0,0,0,30913,0,181878,73812,131213,0,0,134018,55323,91257,81412,0,0,0,74983,55035,65442,0,0,54174,123232,99143,0,200269,136619,0,116857,37212,69034,0,0,150416,120459,64099,116585,123977,0,86603,0,0,0,0,0,0,67930,115710,63897,94731,44715,61159,23067,157718,78941,0,19075,0,76615,0,0,136993,0,0,0,64167,100440,96406,63310,175908,145746,99552,0,161855,0,0,36660,0,0,0,0,0,0,0,0,0,134539,111045,0,124481,165444,141421,0,0,0,0,0,0,53224,140295,123791,130288,77974,0,0,0,103784,0,0,0,66712,119637,0,0,113852,90646,114799,142737,195572,0,100216,0,23535,0,65469,0,0,0,0,0,0,128098,123791,0,121911,101100,0,0,0,59921,0,46510,0,0,0,0,65624,15759,37992,107882,145931,0,0,0,0,0,141353,0,0,0,36942,151028,97556,81409,96089,0,147721,0,0,0,65111,55675,0,66317,0,33300,102094,127421,113303,71126,0,0,107924,77350,111414,103689,0,0,58001,0,0,122052,0,0,0,0,110771,88978,0,128817,109492,81409,0,0,0,0,145368,0,36921,0,0,0,0,77327,116611,88185,86603,90634,70381,110116,0,0,0,0,156030,0,0,35664,0,130488,0,0,0,97580,0,0,71945
515619,0,287585,40098,354465,230083,0,0,26076,0,0,53408,0,130954,240834,0,69613,0,0,45031,85155,0,0,0,0,27222,0,0,312400,0,113524,0,67108,0,0,9639,45077,0,0,0,0,0,308276,21259,0,0,16653,45239,353270,0,0,6984,0,89283,346248,0,0,285229,149427,0,0,0,0,0,0,377084,0,0,0,0,0,0,24512,0,50271,49723,0,0,0,0,58766,0,0,0,5913,0,0,0,0,0,96811,0,186509,0,50451,0,32823,0,81921,0,61098,10848,0,370055,151871,0,46595,0,0,0,33819,15348,0,84947,113883,0,32482,55853,0,0,0,44539,0,0,49179,0,133138,59505,0,0,0,0,0,60052,27099,35433,0,76502,0,0,90963,0,0,311771,29335,0,57524,40733,0,0,0,55714,33807,95113,0,0,0,37144,66315,26335,0,0,71845,0,157313,0,0,0,0,88193,27222,0,88919,0,0,182723,0,229262,85403,186283,63047,0,0,0,0,0,47018,23376,289685,31228,119564,250645,0,0,28324,24476,138030,0,29179,328906,51687,50743,122923,0,0,117788,75239,0,68378,0,78386,106355,40231,134605,0,0,150895,0,0,58044,253764,0,336765,120294,0,35347,252012,48907,0,55505,0,31059,0,75282,29096,0,0,0,301996,289599,64199,0,0,0,38502,17854,27085,0,68601,162019,10668,99385,50923,0,117800,81211,111475,0,31274,44987,0,0,94275,64423,47477,0,48930,0,0,0,190077,0,24399,113614,0,0,109245,0,0,26559,49756,71087,61099,93273,0,59295,0,37200,31616,104014,231982,0,0,0,96005,57989,40659,0,0,0,0,34787,0,62256,0,0,48967,116037,41842,64776,0,0,74701,0,0,48078,42782,77619,0,128569,0,99552,31387,0,56798
525259,0,6397,6020,0,0,0,0,10889,0,0,0,0,7623,3502,0,2910,0,0,3719,0,0,0,0,0,0,0,0,4849,0,0,0,0,0,0,4564,9682,0,0,0,0,0,0,0,0,0,0,0,6894,0,0,0,0,0,8692,0,0,0,0,0,0,0,0,0,0,5729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2177,0,0,0,0,0,1459,0,0,0,0,0,1065,0,0,0,0,1114,0,0,1206,0,1840,0,0,0,0,0,0,5933,1756,0,0,0,0,0,0,0,0,0,0,0,7753,4064,0,0,0,0,0,5030,0,0,0,0,0,0,10448,0,0,0,978,0,3659,0,0,0,0,0,0,11653,0,0,0,0,0,0,0,0,5903,0,2370,0,0,0,0,0,2913,0,0,0,0,7288,0,2782,0,0,0,0,0,0,0,0,2778,0,0,0,7881,5344,0,0,0,4612,0,0,6245,8030,9652,4696,0,0,0,3793,3281,0,4560,0,5883,0,0,0,0,0,9632,0,0,5921,8551,0,0,4827,0,4578,9294,5205,0,3164,0,0,0,0,5959,0,0,0,0,0,0,0,0,0,0,2968,1373,0,6909,8924,0,4532,2457,0,2288,6969,0,0,0,0,0,0,5404,2617,0,0,0,0,0,0,7069,0,0,4235,0,0,8428,0,0,1702,0,9455,0,0,0,4119,0,1481,0,0,0,0,0,0,0,8822,7141,0,0,0,0,4382,0,0,0,0,0,0,5338,0,0,0,5314,0,0,1790,5060,0,0,0,0,3689,3391,0,2637
547043,0,977,0,0,0,0,0,0,0,0,0,0,679,0,0,0,0,0,11405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3399,0,701,0,0,0,0,0,0,1097,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025,0,0,0,0,0,0,6783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,0,1061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,777,6234,0,970,0,0,0,0,0,0,0,0,0,0,3667,9145,0,0,2185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1889,0,5006,2967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,784,0,0,5630,0,0,0,0,0,0,0,0,0,0,0,1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303,0,0,0,0,0,918,0,0,1551
556270,0,705,0,0,0,0,0,0,0,0,0,0,1666,0,0,0,0,0,558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,649,0,804,0,0,0,0,0,0,391,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1066,0,0,0,0,0,0,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1590,0,8212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1947,6245,0,398,0,0,0,0,0,0,0,0,0,0,27967,1294,0,0,3982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2966,0,1676,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4568,0,0,1222,0,0,0,0,0,0,0,0,0,0,0,546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,607,0,0,3223
566552,0,1935,0,39044,0,0,0,0,0,0,0,0,221,0,0,0,0,0,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3093,323,0,0,0,0,0,0,5980,0,0,2588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504,0,0,0,0,0,0,0,824,0,0,0,15858,0,275,0,0,0,0,0,0,499,807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,28607,0,0,0,0,0,0,0,0,580,0,0,0,0,0,0,10785,0,0,0,4076,450,669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1811,0,1985,1451,0,0,0,0,0,0,0,0,0,867,4770,0,0,0,0,0,0,0,0,0,0,0,0,2119,0,0,264,1152,0,934,0,0,0,11041,0,0,0,0,0,0,2531,672,0,0,3123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1218,0,0,0,0,0,1331,0,0,0,0,1143,0,3413,779,0,0,0,0,0,0,754,0,0,0,0,385,0,512,0,0,0,1230,0,1249,8730,0,0,0,0,0,0,0,0,0,0,0,649,0,0,659,3927,0,0,0,0,3533,0,0,0,0,0,0,0,0,0,0,0,7477,0,0,0,0,0,0,0,0,960,0,1165,0,0,0,171,0,0,727
626522,0,1233,0,547,586,631,1009,0,456,773,1730,498,799,0,838,0,0,0,826,1280,0,0,0,0,485,718,562,1126,261,201,323,471,577,0,328,472,0,840,508,920,0,728,218,613,1223,823,878,0,1123,0,762,1727,86,578,953,783,1323,288,0,533,355,302,0,0,687,0,0,540,672,328,0,932,1404,1536,1119,254,490,790,0,869,0,0,0,510,0,638,0,1037,573,82,0,257,560,532,389,0,673,695,474,1072,0,0,539,130,774,939,0,602,498,813,523,0,222,750,0,1849,1541,301,0,1529,620,733,540,1325,1489,0,1461,0,0,2229,0,0,0,826,1542,914,101,962,499,262,613,1331,860,590,1534,1095,672,1284,1130,0,962,2151,1051,954,787,182,1027,761,1798,0,246,0,1161,321,0,0,711,0,1405,0,0,1231,0,963,813,756,261,286,1082,1410,0,0,0,0,0,502,468,529,367,882,0,0,1095,1026,0,370,0,1299,733,0,0,843,1410,681,781,768,578,766,0,150,541,969,462,0,0,0,0,0,348,509,0,532,282,0,0,0,435,0,1145,0,876,0,587,902,661,1410,132,200,766,176,0,0,0,1087,0,0,0,438,230,791,535,940,0,222,0,287,0,72,1432,0,182,0,325,1173,240,1466,1126,0,0,341,750,2229,666,0,876,544,101,0,772,982,0,1544,1157,981,1528,0,1004,904,565,270,0,0,223,254,0,565,0,0,0,0,632,120,1289,1295,661,620,110,0,349,0,0,703,0,0,2131,0,347,0,447,0,1259,0,1081,1407
665951,0,19163,16814,10656,45868,24972,10821,21460,8268,32031,42431,5379,8052,10096,10154,46434,0,0,23471,9161,0,0,0,9697,5931,9426,44263,10563,45550,30989,9463,7153,30462,0,19183,15156,0,9828,12358,14853,0,10745,127705,13704,23525,7143,12297,9491,5098,0,20319,9322,7294,19766,13552,17857,14007,36233,17300,6534,142276,14960,0,9978,7524,0,0,71010,7444,16755,12106,8437,8453,21551,20575,13955,28972,10060,0,45711,0,0,5004,18701,0,22134,0,10727,68180,13358,0,40745,30273,24551,34689,7827,22025,15221,8437,3520,23863,0,18760,11111,23580,11341,28375,12879,5080,7095,10559,0,24081,27220,19163,5510,42970,29403,6698,8417,23749,8413,80241,9926,10587,25806,2687,0,0,4816,0,0,4822,15635,10351,9611,7821,14447,12441,55337,13966,26174,19059,36389,31397,11535,24786,7496,4926,0,11737,11135,5957,17483,27106,11797,13680,18122,9666,0,16878,6644,13763,29659,59565,102679,7822,20939,25016,5631,0,4384,0,11077,13974,11133,39004,18768,10104,15914,0,8314,0,14436,11477,5507,17643,7514,114499,9065,45830,0,41016,16814,8032,33001,0,58536,9492,20975,20885,9534,2575,5557,27461,10091,11136,13146,47963,48256,25624,10948,13121,0,8170,36359,44269,0,281118,20998,0,7871,87975,0,99845,17342,14119,8626,13787,0,7691,0,19143,9757,23501,29763,52578,47675,21317,79501,0,22306,0,45432,11157,6781,5263,47403,17773,23774,68905,26124,4928,21546,15426,38359,0,7864,4745,0,13598,22874,9708,7420,13583,16458,41737,0,0,41294,23193,4275,24368,0,15636,41273,7055,11188,13381,11092,45711,15208,21105,11602,14999,0,4378,12190,67893,47187,0,34952,39028,14141,11579,7413,39809,0,0,0,28883,51145,5357,3956,7736,11438,32228,25763,4445,0,0,7566,66894,8321,13711,7051,37599,11217,8519,0,17019,4962,4512,17852
665953,0,58433,20862,16897,0,0,130753,44888,0,0,31926,0,202185,34105,114272,18728,0,0,166878,71797,0,0,0,25263,0,0,0,0,56394,69374,0,0,0,62855,0,0,105443,0,0,0,33123,0,0,0,0,165371,142696,23539,0,0,58704,110547,35410,13600,79209,68593,62656,0,62084,22599,99243,0,0,74975,0,0,29765,0,0,95278,44632,0,0,0,0,131628,0,0,32791,0,0,0,49750,0,69051,0,22015,103426,51186,0,0,97931,0,0,95966,35363,0,0,0,55670,39873,0,21313,56524,0,123175,55760,97637,0,0,0,0,84930,72611,70556,0,0,0,42023,92773,0,0,0,0,0,36877,0,0,15071,72589,0,0,26497,122457,0,0,38509,0,0,0,0,0,56190,0,66908,55522,118499,67234,0,0,34881,72779,114988,0,0,0,70974,67022,112338,129818,0,8395,62679,0,71230,63519,157459,49318,70437,47430,57021,18302,44215,0,95983,97570,35377,108359,0,102858,36146,71977,0,59415,16126,0,0,24389,96122,0,37280,48606,77853,0,53506,19898,34551,0,0,66127,23264,107664,0,0,68169,60750,19780,96275,33162,0,126774,123929,122283,0,31472,90541,15066,30230,129732,24389,0,0,85635,0,41551,25737,0,74736,0,43598,53598,30310,75763,0,0,0,0,65523,28214,95993,66382,75292,0,68080,99503,31821,36819,0,135541,0,59934,108484,47404,0,105134,105134,36851,0,102154,57643,0,56880,0,81499,0,99188,0,45303,0,82172,0,74330,67430,0,123242,0,44889,42453,0,111697,14446,30155,61424,0,117830,0,0,114429,52463,43054,0,45361,84404,130693,47052,0,12567,70591,82113,51366,0,0,0,0,0,76793,0,44353,52351,39749,20870,0,53941,50706,57707,6349,93023,95255,109513,41794,56081,31454,64401,31197
742817,0,14789,0,645,734,644,1211,0,1710,840,779,457,1563,0,3830,0,0,0,2765,34089,0,0,0,230,444,4285,347,8418,439,344,2745,1809,765,0,1031,1462,0,4949,2106,4884,0,1748,237,1673,4244,2599,1283,0,1415,0,10555,5988,299,760,7260,4513,13015,414,1318,1184,448,327,0,1249,539,0,0,310,1458,233,7533,4340,524,2943,1273,1280,352,5007,0,862,0,0,26350,9107,0,1446,0,7158,213,377,0,312,720,536,339,0,560,1233,1724,73141,0,0,263,864,1062,15274,345,1339,419,4596,392,0,407,600,5841,1681,597,572,292,1095,1688,4912,271,4024,907,0,47187,0,0,1303,0,0,0,16116,825,4289,664,4384,2596,318,1554,4416,9019,342,1943,78899,1668,5290,1300,0,1187,2226,987,986,13916,852,3311,1507,7560,0,1198,0,13176,344,300,270,943,1419,1769,0,0,7862,0,8702,6004,1660,730,568,9387,1019,0,4743,0,1297,2841,466,1011,1127,660,2259,0,0,350,987,0,430,0,669,662,0,0,3811,81671,422,1483,4385,680,4448,577,165,342,1000,2002,0,2207,0,601,0,636,974,0,654,763,0,0,0,676,1568,1291,0,7569,0,182,5610,709,653,210,565,1413,220,0,2200,0,447,0,0,5359,368,1136,14683,596,8469,1135,465,0,197,0,393,1566,0,817,0,513,4989,1358,2536,1015,0,0,822,12103,2231,983,0,12256,298,347,735,6414,4947,0,6035,1448,10649,2441,0,1227,5190,520,472,0,814,396,1199,0,6722,494,0,0,0,1240,178,79991,70388,593,888,205,0,1969,0,0,520,202,4713,2177,0,625,1278,2381,0,5237,0,70193,2142
862965,0,6031,168,15888,8082,509,1701,406,394,281,562,3233,460,806,3160,590,0,0,1848,117,0,0,0,2398,4933,619,107,6420,1647,425,867,826,3382,1637,126,77,2197,756,282,264,341,1003,120,529,532,197,474,1582,11944,0,994,1024,1032,11228,455,341,7416,49,320,1100,2229,65,0,91,14728,0,103,161,583,215,378,2588,10617,410,857,320,82,782,1671,265,0,0,212,2829,518,480,435,3561,211,1154,0,7797,3547,299,52,990,433,1023,418,65,702,0,5640,8534,196,873,257,1076,5135,2918,84,0,17734,1903,662,12891,1072,60,865,1561,503,670,171,2343,4737,366,51,0,2491,8324,0,0,212,3225,5955,537,5766,206,539,3445,1099,695,2410,692,1303,92,783,1952,4185,0,168,3590,6395,61,2334,751,103,106,5835,1368,69,444,2968,1585,380,427,478,2925,388,1244,246,832,2291,4937,1965,460,11669,47,6576,721,334,494,0,259,277,4455,585,443,583,2002,1080,804,390,71,431,108,1166,363,1100,924,1462,1885,53,16337,289,123,5492,9292,1106,21,710,3374,1552,0,616,335,482,2846,545,1351,0,14881,87,0,265,1311,484,1240,317,797,824,1486,268,789,1025,961,2780,1318,1448,427,1617,401,0,758,326,553,672,151,307,2184,177,4714,2355,125,1186,216,1605,4100,9580,2169,1833,491,736,4025,76,726,83,309,0,535,792,8478,1441,0,1474,79,1637,283,2965,524,1269,3841,1761,5347,43859,0,10709,8429,84,1117,0,600,312,134,326,2664,144,437,1808,1510,62,669,52,55,14135,1109,2698,339,1571,1053,1231,1847,287,485,20517,684,59,268,717,223,4993,2087,104,792
