taxon,donor,donor_abundance
585520,D-6Fresk,1.98295398458768
585520,D-7Fryst,0.733344704373903
585520,D-15Fryst,4.67710924515644
585520,D-13U,15.3541244000898
585520,D-4,5.16836312830347
585520,D-12,22.3222160293846
585520,D-9Fryst,1.0606533227577
585520,D-3,3.3290004327888
585520,D-10,3.57756142626395
585520,D-2,4.09652036713783
585520,D-5Fryst,2.69499291528402
585520,D-14,2.32840925335805
537012,D-6Fresk,6989.91279567156
537012,D-7Fryst,4568.73750824941
537012,D-15Fryst,6616.5505454813
537012,D-13U,8936.10040085228
537012,D-4,3735.11142828581
537012,D-12,6153.67690390059
537012,D-9Fryst,7146.68208874141
537012,D-3,8258.41782364083
537012,D-10,7663.85208734263
537012,D-2,4020.44213174813
537012,D-5Fryst,4219.46057436302
537012,D-14,5358.60105567821
413999,D-6Fresk,5.94886195376303
413999,D-7Fryst,2.93337881749561
413999,D-15Fryst,15.5903641505215
413999,D-13U,10.2360829333932
413999,D-4,4.19929504174657
413999,D-12,29.0188808381999
413999,D-9Fryst,3.18195996827311
413999,D-3,6.65800086557761
413999,D-10,7.15512285252789
413999,D-2,6.43738914835944
413999,D-5Fryst,1.79666194352268
413999,D-14,8.38227331208898
1211815,D-6Fresk,15.8636318767014
1211815,D-7Fryst,6.60010233936512
1211815,D-15Fryst,21.82650981073
1211815,D-13U,10.2360829333932
1211815,D-4,9.36765817005004
1211815,D-12,21.76416062865
1211815,D-9Fryst,5.30326661378852
1211815,D-3,11.6515015147608
1211815,D-10,9.30165970828626
1211815,D-2,11.7043439061081
1211815,D-5Fryst,12.5766336046588
1211815,D-14,40.0486391577584
762984,D-6Fresk,7834.65119310591
762984,D-7Fryst,7997.85734590178
762984,D-15Fryst,7049.9626688658
762984,D-13U,10773.4772873964
762984,D-4,12604.0225564546
762984,D-12,8277.63575909653
762984,D-9Fryst,10297.8831106546
762984,D-3,10849.6285355128
762984,D-10,9668.71751062094
762984,D-2,12367.9802055844
762984,D-5Fryst,10316.4328797072
762984,D-14,11649.9628582517
1121019,D-6Fresk,9.91476992293839
1121019,D-7Fryst,2.20003411312171
1121019,D-15Fryst,12.4722913204172
1121019,D-13U,10.2360829333932
1121019,D-4,5.49138582382244
1121019,D-12,12.2772188161615
1121019,D-9Fryst,4.24261329103082
1121019,D-3,4.99350064918321
1121019,D-10,3.57756142626395
1121019,D-2,4.68173756244323
1121019,D-5Fryst,5.38998583056804
1121019,D-14,27.475229189625
272623,D-6Fresk,13.8806778921137
272623,D-7Fryst,11.7335152699824
272623,D-15Fryst,10.913254905365
